2024-05-21 13:32:20.348493 - Object: person, Distance: 407.19 cm
2024-05-21 13:32:20.522510 - Object: person, Distance: 444.44 cm
2024-05-21 13:32:20.523526 - Object: person, Distance: 427.67 cm
2024-05-21 13:32:20.697070 - Object: person, Distance: 425.00 cm
2024-05-21 13:32:20.698081 - Object: person, Distance: 437.30 cm
2024-05-21 13:32:20.699084 - Object: person, Distance: 422.36 cm
2024-05-21 13:32:20.699084 - Object: person, Distance: 426.33 cm
2024-05-21 13:32:20.881784 - Object: person, Distance: 457.91 cm
2024-05-21 13:32:20.882792 - Object: person, Distance: 492.75 cm
2024-05-21 13:32:20.882792 - Object: person, Distance: 434.50 cm
2024-05-21 13:32:20.883810 - Object: person, Distance: 434.50 cm
2024-05-21 13:32:20.884822 - Object: person, Distance: 450.33 cm
2024-05-21 13:32:21.054077 - Object: person, Distance: 450.33 cm
2024-05-21 13:32:21.055091 - Object: person, Distance: 468.97 cm
2024-05-21 13:32:21.055091 - Object: person, Distance: 440.13 cm
2024-05-21 13:32:21.056098 - Object: person, Distance: 457.91 cm
2024-05-21 13:32:21.226429 - Object: person, Distance: 475.52 cm
2024-05-21 13:32:21.227440 - Object: person, Distance: 444.44 cm
2024-05-21 13:32:21.227440 - Object: person, Distance: 472.22 cm
2024-05-21 13:32:21.228443 - Object: person, Distance: 464.16 cm
2024-05-21 13:32:21.228443 - Object: person, Distance: 461.02 cm
2024-05-21 13:32:21.229479 - Object: person, Distance: 453.33 cm
2024-05-21 13:32:21.230480 - Object: person, Distance: 459.46 cm
2024-05-21 13:32:21.401857 - Object: person, Distance: 423.68 cm
2024-05-21 13:32:21.402932 - Object: person, Distance: 429.02 cm
2024-05-21 13:32:21.403945 - Object: person, Distance: 422.36 cm
2024-05-21 13:32:21.403945 - Object: person, Distance: 427.67 cm
2024-05-21 13:32:21.405410 - Object: person, Distance: 430.38 cm
2024-05-21 13:32:21.569066 - Object: person, Distance: 468.97 cm
2024-05-21 13:32:21.570577 - Object: person, Distance: 431.75 cm
2024-05-21 13:32:21.571594 - Object: person, Distance: 461.02 cm
2024-05-21 13:32:21.571594 - Object: person, Distance: 425.00 cm
2024-05-21 13:32:21.572837 - Object: person, Distance: 414.63 cm
2024-05-21 13:32:21.573853 - Object: person, Distance: 444.44 cm
2024-05-21 13:32:21.747393 - Object: person, Distance: 477.19 cm
2024-05-21 13:32:21.748410 - Object: person, Distance: 415.90 cm
2024-05-21 13:32:21.919312 - Object: person, Distance: 385.27 cm
2024-05-21 13:32:21.919312 - Object: person, Distance: 389.68 cm
2024-05-21 13:32:21.920827 - Object: person, Distance: 435.90 cm
2024-05-21 13:32:21.921873 - Object: person, Distance: 385.27 cm
2024-05-21 13:32:21.921873 - Object: person, Distance: 377.78 cm
2024-05-21 13:32:21.922886 - Object: person, Distance: 388.57 cm
2024-05-21 13:32:22.093999 - Object: person, Distance: 394.20 cm
2024-05-21 13:32:22.769192 - Object: person, Distance: 380.95 cm
2024-05-21 13:32:22.770707 - Object: person, Distance: 368.56 cm
2024-05-21 13:32:22.771751 - Object: person, Distance: 383.10 cm
2024-05-21 13:32:22.772798 - Object: person, Distance: 382.02 cm
2024-05-21 13:32:22.938750 - Object: person, Distance: 393.06 cm
2024-05-21 13:32:22.939758 - Object: person, Distance: 372.60 cm
2024-05-21 13:32:22.940753 - Object: person, Distance: 387.46 cm
2024-05-21 13:32:22.941261 - Object: person, Distance: 419.75 cm
2024-05-21 13:32:22.941768 - Object: person, Distance: 364.61 cm
2024-05-21 13:32:22.942791 - Object: person, Distance: 384.18 cm
2024-05-21 13:32:23.114822 - Object: person, Distance: 396.50 cm
2024-05-21 13:32:23.115834 - Object: person, Distance: 400.00 cm
2024-05-21 13:32:23.116842 - Object: person, Distance: 394.20 cm
2024-05-21 13:32:23.290649 - Object: person, Distance: 419.75 cm
2024-05-21 13:32:23.291669 - Object: person, Distance: 413.37 cm
2024-05-21 13:32:23.291669 - Object: person, Distance: 423.68 cm
2024-05-21 13:32:23.292681 - Object: person, Distance: 418.46 cm
2024-05-21 13:32:23.462298 - Object: person, Distance: 419.75 cm
2024-05-21 13:32:23.463348 - Object: person, Distance: 468.97 cm
2024-05-21 13:32:23.464403 - Object: person, Distance: 404.76 cm
2024-05-21 13:32:23.465413 - Object: person, Distance: 429.02 cm
2024-05-21 13:32:23.465413 - Object: person, Distance: 459.46 cm
2024-05-21 13:32:23.466451 - Object: person, Distance: 413.37 cm
2024-05-21 13:32:23.467456 - Object: person, Distance: 429.02 cm
2024-05-21 13:32:23.645899 - Object: person, Distance: 404.76 cm
2024-05-21 13:32:23.647021 - Object: person, Distance: 482.27 cm
2024-05-21 13:32:23.648032 - Object: person, Distance: 388.57 cm
2024-05-21 13:32:23.648032 - Object: person, Distance: 397.66 cm
2024-05-21 13:32:23.649035 - Object: person, Distance: 418.46 cm
2024-05-21 13:32:23.649035 - Object: person, Distance: 384.18 cm
2024-05-21 13:32:23.650541 - Object: person, Distance: 398.83 cm
2024-05-21 13:32:23.825541 - Object: person, Distance: 482.27 cm
2024-05-21 13:32:23.825541 - Object: person, Distance: 395.35 cm
2024-05-21 13:32:23.826600 - Object: person, Distance: 396.50 cm
2024-05-21 13:32:23.826600 - Object: person, Distance: 401.18 cm
